Any,Nom,Personalitat o Entitat,Sexe,Descripció,A títol pòstum,Decret,URL
2020,Àngels Alabert i Feliu,Personalitat,Dona,"pianista, pedagoga i compositora",no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Josep Amat i Girbau,Personalitat,Home,doctor enginyer industrial,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Miquel Barceló i Artigues,Personalitat,Home,"pintor, escultor, ceramista i gravador",no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Roser Bru Llop,Personalitat,Dona,pintora i gravadora,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Purificació Canals i Ventín,Personalitat,Dona,biòloga,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Antoni Canu,Personalitat,Home,poeta,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Teresa Capell Capell,Personalitat,Dona,bioenginyera,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Eduard Carbonell i Esteller,Personalitat,Home,historiador de l'art,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Imma Colomer Marcet,Personalitat,Dona,actriu i directora escènica,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Maria Josep Cuenca Ordinyana,Personalitat,Home,lingüista,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Joan Estruch i Gibert,Personalitat,Home,sociòleg,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Jordi Fàbregas i Canadell,Personalitat,Home,músic i activista cultural,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
1991,Antoni Malaret i Amigó,Personalitat,Home,polític,no,"DECRET 50/1991, de 4 de març, de concessió de les Creus de Sant Jordi de la Generalitat de Catalunya.",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=68203&language=ca_ES&textWords=creus%2520de%2520sant%2520jordi&mode=single
2020,Jordi Galí i Garreta,Personalitat,Home,economista,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Rosa Maria Garriga i Llorente,Personalitat,Dona,sociòloga i antropòloga,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Gerhard Grenzing,Personalitat,Home,músic i orguener,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Mossèn Benigne Marquès i Sala,Personalitat,Home,arxiver,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Anna Mercadé i Ferrando,Personalitat,Dona,directiva i empresària,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Pere Miró i Sellarés,Personalitat,Home,dirigent esportiu,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Jordi Monés i Pujol-Busquets,Personalitat,Home,historiador de l'Educació,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Josep Maria Monferrer i Celades,Personalitat,Home,educador,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Josep Maria Nadal i Farreras,Personalitat,Home,filòleg,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Sol Picó,Personalitat,Dona,coreògrafa,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Míriam Ponsa,Personalitat,Dona,dissenyadora,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Montserrat Pujolar i Giménez,Personalitat,Dona,pianista i compositora de sardanes,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
1988,Pere Gimferrer i Torrens,Personalitat,Home,poeta i crític literari,no,"DECRET 415/1988, de 27 de desembre, de concessió de les Creus de Sant Jordi de la Generalitat de Catalunya.",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=43987&language=ca_ES&textWords=creus+de+sant+jordi&mode=single
2020,Joan Ramon Resina,Personalitat,Home,filòleg,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Carme Salvador i Guillem Agulló,Personalitat,Dona,activistes,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Laia Sanz Pla-Giribert,Personalitat,Dona,esportista,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Carme Valls Llobet,Personalitat,Dona,endocrinòloga,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Aire Nou de Bao,Entitat,No aplica,entitat compromesa amb la llengua i la cultura catalanes a la comarca del Rosselló,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Associació Recull Blanes,Entitat,No aplica,creació de la revista Recvll i la creació dels Premis Literaris Recvll,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Aules d'Extensió Universitària per a la Gent Gran de Barcelona,Entitat,No aplica,entitat que ha facilitat l'accés als coneixements universitaris a milers de persones més grans de 55 anys,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Banda Municipal de Música d'Alcanar,Entitat,No aplica,servei incondicional a la cultura i per la seva labor en la conservació del patrimoni musical del nostre país,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Ecomuseu de les Valls d'Àneu,Entitat,No aplica,"recuperació, restitució i difusió de l'etnografia de les Valls d'Àneu i de la resta del Pallars",no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Federació d'Entitats Excursionistes de Catalunya (FEEC),Entitat,No aplica,"compromís amb el país, amb les accions socials, culturals i esportives i defensa dels valors de respecte i amor per la natura i el medi ambient",no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Germans Roca,Entitat,No aplica,incorporació de les novetats tecnològiques en el món de la cuina i la gastronomia,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
1992,Lluís Montané i Mollfulleda,Personalitat,Home,escultor i pintor,no,"DECRET 52/1992, de 17 de febrer, de concessió de les creus de Sant Jordi de la Generalitat de Catalunya.",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=55891&language=ca_ES&textWords=creus%2520de%2520sant%2520jordi&mode=single
2020,Fundació Hospital de Sant Jaume i Santa Magdalena de Mataró,Entitat,No aplica,contribució a la salut i al benestar social comunitari,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Pro Discapacitats Fundació Privada Terrassenca,Entitat,No aplica,"tasca per a la millora de la qualitat de vida de les persones amb discapacitat intel·lectual, paràlisi cerebral o malaltia mental",no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Fundació Sanitària Sant Pere Claver,Entitat,No aplica,"tasca  en la cura de les persones amb problemes de salut mental, discapacitat intel·lectual i defensa dels col·lectius més vulnerables i en situació d'exclusió social",no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Associació Cultural del Gremi de Pagesos de Sant Llorenç i Sant Isidre,Entitat,No aplica,preservació de les confraries de Santa Maria Magdalena del Gremi d'Hortolans i la confraria de Sant Llorenç del Gremi dels Bracers,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Fundació Privada Hospital de Campdevànol,Entitat,No aplica,servei assistencial i a l'arrelament social de pacients i de professionals de la medicina,no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Orfeó Nova Solsona,Entitat,No aplica,"contribució a la propagació dels ideals cívics, ètics i estètics de la música coral, la tradició musical catalana i la cançó popular",no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
2020,Pallassos sense fronteres,Entitat,No aplica,"dedicació filantròpica en la millora de la situació emocional dels infants que pateixen les conseqüències de conflictes armats, guerres o catàstrofes naturals",no,"DECRET 45/2020, de 17 de març, pel qual es modifica el Decret 44/2020, de 10 de març, de concessió de la Creu de Sant Jordi de la Generalitat de Catalunya",https://portaljuridic.gencat.cat/ca/pjur_ocults/pjur_resultats_fitxa/?action=fitxa&documentId=871288&language=ca_ES&textWords=DECRET%252044%2F2020%2C%2520de%252010%2520de%2520mar%25C3%25A7%2C%2520de%2520concessi%25C3%25B3%2520de%2520la%2520Creu%2520de%2520Sant%2520Jordi%2520de%2520la%2520Generalitat%2520de%2520Catalunya&mode=single
